-4.31419104e-01,-3.80635377e-01,1.82643914e-02,4.75556765e-01,-1.16439964e-01,-1.99462002e-01,-5.32874234e-01,2.43629497e-01,-7.36016621e-02,6.60282615e-01,-1.65913642e-01,-3.77116956e-01,-4.91694153e-01
-4.31588721e-01,-3.77685854e-01,5.70602913e-02,4.75556765e-01,-1.16439964e-01,-2.16519873e-01,-5.29565242e-01,2.43548482e-01,-7.47279157e-02,6.51867163e-01,-1.66589136e-01,-3.77116956e-01,-4.91944438e-01
-4.30989623e-01,-3.75733096e-01,-5.31998366e-02,4.75556765e-01,-1.16439964e-01,-2.18360919e-01,-5.26848628e-01,2.43556643e-01,-7.62903261e-02,6.44156802e-01,-1.65101555e-01,-3.77116956e-01,-4.92092989e-01
-4.30413476e-01,-3.72376324e-01,-4.37623390e-02,4.75556765e-01,-1.16439964e-01,-2.31263476e-01,-5.27120548e-01,2.43653084e-01,-7.79137293e-02,6.38337515e-01,-1.61165054e-01,-3.77116956e-01,-4.92426693e-01
-4.28661271e-01,-3.70769178e-01,-4.50825731e-02,4.75556765e-01,-1.16439964e-01,-2.50668216e-01,-5.28071501e-01,2.44153239e-01,-7.99192418e-02,6.35356484e-01,-1.57000223e-01,-3.77116956e-01,-4.92538122e-01
-4.28278088e-01,-3.69172616e-01,-8.50233509e-02,4.75556765e-01,-1.16439964e-01,-2.51241767e-01,-5.32288003e-01,2.44484745e-01,-8.13059888e-02,6.35938017e-01,-1.52853885e-01,-3.77116956e-01,-4.92788384e-01
-4.29143883e-01,-3.68257708e-01,-6.17064413e-02,4.75556765e-01,-1.16439964e-01,-2.54152741e-01,-5.36031923e-01,2.45778725e-01,-8.18208280e-02,6.39741961e-01,-1.51746589e-01,-3.77116956e-01,-4.92862675e-01
-4.29417889e-01,-3.70063245e-01,-1.30499622e-01,4.63547435e-01,-1.16439964e-01,-2.57576610e-01,-5.42260376e-01,2.46254504e-01,-8.22580513e-02,6.45245086e-01,-1.45574713e-01,-3.77116956e-01,-4.93029511e-01
-4.29527691e-01,-3.67301196e-01,-1.89062560e-02,4.02224259e-01,-1.16439964e-01,-2.76825330e-01,-5.48520275e-01,2.48295951e-01,-8.23456551e-02,6.50824359e-01,-1.44102517e-01,-3.77116956e-01,-4.93029511e-01
-4.30017152e-01,-3.63900315e-01,2.77748104e-02,4.02224259e-01,-1.16439964e-01,-2.85513465e-01,-5.57133079e-01,2.50146952e-01,-8.29392143e-02,6.55368684e-01,-1.45396109e-01,-3.77116956e-01,-4.93029511e-01
-4.29742971e-01,-3.60212648e-01,-4.04890389e-02,4.02224259e-01,-1.16439964e-01,-2.83457621e-01,-5.60536647e-01,2.52218723e-01,-8.38992286e-02,6.57961153e-01,-1.47922362e-01,-3.77116956e-01,-4.92806911e-01
-4.29850525e-01,-3.61815063e-01,-4.91525918e-02,4.02224259e-01,-1.16439964e-01,-2.72969175e-01,-5.67615495e-01,2.54168686e-01,-8.45903705e-02,6.58449172e-01,-1.48397749e-01,-3.77116956e-01,-4.92306129e-01
-4.30393134e-01,-3.60666968e-01,-7.65286377e-02,4.02224259e-01,-1.16439964e-01,-2.71489316e-01,-5.70813996e-01,2.54629890e-01,-8.62280250e-02,6.56649626e-01,-1.52205264e-01,-3.77116956e-01,-4.92083354e-01
-4.30393134e-01,-3.58968055e-01,7.12083660e-03,4.02224259e-01,-1.16439964e-01,-2.61522128e-01,-5.76603120e-01,2.56823669e-01,-8.81416826e-02,6.53213267e-01,-1.58880367e-01,-3.77116956e-01,-4.91582748e-01
-4.30227762e-01,-3.56664444e-01,-9.83287224e-03,4.02224259e-01,-1.16439964e-01,-2.49971311e-01,-5.77454813e-01,2.60221958e-01,-8.91773547e-02,6.49268010e-01,-1.60060919e-01,-3.77116956e-01,-4.91396822e-01
-4.29470700e-01,-3.55051635e-01,-1.03688016e-01,4.02224259e-01,-1.16439964e-01,-2.49971311e-01,-5.80491522e-01,2.60594374e-01,-9.00388793e-02,6.46047108e-01,-1.66330405e-01,-3.77116956e-01,-4.90979929e-01
-4.29965195e-01,-3.60668418e-01,-1.54631851e-01,4.02224259e-01,-1.16439964e-01,-2.48780310e-01,-5.80912307e-01,2.62555318e-01,-9.00388793e-02,6.44653828e-01,-1.68826013e-01,-3.77116956e-01,-4.90905608e-01
-4.31092704e-01,-3.61990988e-01,-1.04898374e-01,4.02224259e-01,-1.16439964e-01,-2.42048994e-01,-5.81839408e-01,2.62919403e-01,-8.99600418e-02,6.45513367e-01,-1.69731785e-01,-3.77116956e-01,-4.90738802e-01
-4.31473776e-01,-3.61732394e-01,4.19913479e-02,4.02224259e-01,-1.16439964e-01,-2.34470625e-01,-5.81709349e-01,2.62898658e-01,-8.94360679e-02,6.48833516e-01,-1.76539461e-01,-3.77116956e-01,-4.90738802e-01
-4.32018542e-01,-3.61253123e-01,3.30819245e-02,4.02224259e-01,-1.16439964e-01,-2.21331287e-01,-5.81019654e-01,2.62889455e-01,-8.87505307e-02,6.54474254e-01,-1.85675154e-01,-3.77116956e-01,-4.90738802e-01
-4.32169566e-01,-3.65630742e-01,-6.06702309e-02,4.02224259e-01,-1.16439964e-01,-2.12868655e-01,-5.80722229e-01,2.62841578e-01,-8.74452700e-02,6.62086317e-01,-1.87053684e-01,-3.77116956e-01,-4.90813187e-01
-4.32941693e-01,-3.64670115e-01,-7.53126051e-02,4.02224259e-01,-1.16439964e-01,-2.08155556e-01,-5.79099028e-01,2.62698096e-01,-8.67802880e-02,6.71047326e-01,-1.94893210e-01,-3.77116956e-01,-4.90979929e-01
-4.32668705e-01,-3.62935137e-01,7.42057106e-03,4.02224259e-01,-1.16439964e-01,-2.07255599e-01,-5.79053447e-01,2.61875898e-01,-8.31280306e-02,6.80334462e-01,-1.96709557e-01,-3.77116956e-01,-4.91054408e-01
-4.32769093e-01,-3.67757896e-01,-4.85753901e-02,4.02224259e-01,-1.16439964e-01,-2.02580316e-01,-5.78858397e-01,2.61514498e-01,-8.22580513e-02,6.88996555e-01,-1.97688584e-01,-3.77116956e-01,-4.91221057e-01
-4.33371676e-01,-3.68344798e-01,-8.82194688e-02,4.14136865e-01,-1.16439964e-01,-2.02580316e-01,-5.79220742e-01,2.61391047e-01,-8.24265804e-02,6.96173036e-01,-1.98512740e-01,-3.77116956e-01,-4.91332658e-01
-4.33748841e-01,-3.73603223e-01,-5.27724931e-02,4.75556765e-01,-1.16439964e-01,-2.06403272e-01,-5.79908874e-01,2.60578970e-01,-8.33791814e-02,7.01307704e-01,-1.98024572e-01,-3.77116956e-01,-4.91582748e-01
-4.34143370e-01,-3.72828526e-01,1.74234005e-02,4.75556765e-01,-1.16439964e-01,-2.26276543e-01,-5.79986377e-01,2.60152002e-01,-8.38943948e-02,7.04747121e-01,-1.95217609e-01,-3.77116956e-01,-4.91806054e-01
-4.33162153e-01,-3.71372146e-01,6.61240954e-02,4.75556765e-01,-1.16439964e-01,-2.26500518e-01,-5.80446305e-01,2.59635653e-01,-8.42495839e-02,7.06997002e-01,-1.93209879e-01,-3.77116956e-01,-4.92306129e-01
-4.32396070e-01,-3.72899920e-01,1.69474047e-02,4.75556765e-01,-1.16439964e-01,-2.22498091e-01,-5.80485935e-01,2.58828818e-01,-8.37305288e-02,7.08223008e-01,-1.90738444e-01,-3.77116956e-01,-4.92566858e-01
-4.32718675e-01,-3.72134241e-01,-4.04809821e-02,4.75556765e-01,-1.16439964e-01,-1.95611266e-01,-5.80793104e-01,2.58407217e-01,-8.32954951e-02,7.08559870e-01,-1.85810708e-01,-3.77116956e-01,-4.93150075e-01
-4.33046513e-01,-3.75111704e-01,-8.20489547e-02,4.75556765e-01,-1.16439964e-01,-1.96741614e-01,-5.81431533e-01,2.57922022e-01,-8.35478980e-02,7.08728051e-01,-1.80957646e-01,-3.77488288e-01,-4.93299179e-01
-4.33318868e-01,-3.73706397e-01,-3.54166498e-02,4.75556765e-01,-1.16439964e-01,-2.02580316e-01,-5.82567663e-01,2.57149084e-01,-8.50189133e-02,7.09167245e-01,-1.77626076e-01,-3.78494037e-01,-4.93632329e-01
-4.33218547e-01,-3.71932877e-01,-9.80304753e-02,4.75556765e-01,-1.16439964e-01,-2.02042649e-01,-5.83965240e-01,2.56822975e-01,-8.59691439e-02,7.09958025e-01,-1.75784273e-01,-3.78705896e-01,-4.93706892e-01
-4.32564814e-01,-3.76624478e-01,-1.47366123e-01,4.75556765e-01,-1.16439964e-01,-1.99541231e-01,-5.85529665e-01,2.56644358e-01,-8.63249384e-02,7.10892352e-01,-1.65073302e-01,-3.78705896e-01,-4.93873456e-01
-4.32123347e-01,-3.75369906e-01,1.20380026e-02,4.75556765e-01,-1.16439964e-01,-2.01883411e-01,-5.86671171e-01,2.55488659e-01,-8.58891044e-02,7.11316419e-01,-1.61098574e-01,-3.78705896e-01,-4.93873456e-01
-4.32718386e-01,-3.75490873e-01,-6.82989690e-03,4.75556765e-01,-1.16439964e-01,-1.98262236e-01,-5.87811515e-01,2.55117714e-01,-8.57305561e-02,7.11239285e-01,-1.57471343e-01,-3.78705896e-01,-4.93873456e-01
