-9.74006288e-01,1.05229107e+00,2.84286440e-01,-1.66729890e+00,-1.16439964e-01,-3.43209287e-01,2.36983680e+00,-5.04087317e-01,-8.45239252e-01,-5.71984811e-01,3.35153653e-01,7.73558182e-01,7.49258019e-01
-9.69125624e-01,1.05920107e+00,2.88545141e-01,-1.55329212e+00,-1.16439964e-01,-3.33601365e-01,2.31053958e+00,-4.87451079e-01,-8.50600669e-01,-4.59202208e-01,2.91181475e-01,7.74827277e-01,7.49258019e-01
-9.55702499e-01,1.06388393e+00,1.96691350e-01,-1.60140357e+00,-1.16439964e-01,-3.33601365e-01,2.20412309e+00,-4.63141343e-01,-8.55320923e-01,-3.40280932e-01,2.59057277e-01,7.78430859e-01,7.44073783e-01
-9.41917447e-01,1.05360572e+00,8.84157001e-03,-1.71573312e+00,-1.16439964e-01,-3.11386390e-01,2.05437129e+00,-4.29880181e-01,-8.55839561e-01,-2.27177757e-01,2.40560644e-01,7.78642698e-01,7.44073783e-01
-9.27608252e-01,1.06752275e+00,-6.75748954e-02,-1.52736480e+00,-1.16439964e-01,-2.93876324e-01,1.86709496e+00,-3.90638387e-01,-8.50777889e-01,-1.29987258e-01,2.33385318e-01,7.78678302e-01,7.37563348e-01
-9.02375000e-01,1.07775152e+00,5.73782303e-02,-1.51257104e+00,-1.16439964e-01,-2.65612227e-01,1.65775382e+00,-3.47234340e-01,-8.41032707e-01,-5.27122335e-02,2.35522045e-01,7.78678302e-01,7.37563348e-01
-8.62566714e-01,1.09134286e+00,1.19795119e-01,-1.53700688e+00,-1.16439964e-01,-2.43002262e-01,1.43638595e+00,-3.00872888e-01,-8.29331798e-01,5.58582778e-03,2.45411391e-01,7.78678302e-01,7.31173476e-01
-8.11254604e-01,1.11396134e+00,2.66735892e-01,-1.42246040e+00,-1.16439964e-01,-2.36771064e-01,1.21394908e+00,-2.55092308e-01,-8.18522673e-01,4.56576920e-02,2.61695276e-01,7.78678302e-01,7.31173476e-01
-7.54905188e-01,1.12981111e+00,7.71479738e-02,-1.51979985e+00,-1.16439964e-01,-2.31851782e-01,1.00891678e+00,-2.12663079e-01,-8.10449364e-01,7.15631817e-02,2.82025260e-01,7.78678302e-01,7.24904168e-01
-7.13214808e-01,1.15231095e+00,-3.21380003e-01,-1.52887129e+00,-1.16439964e-01,-2.31851782e-01,8.26749673e-01,-1.73564466e-01,-8.03973251e-01,8.94623710e-02,3.04384401e-01,7.78678302e-01,7.24904168e-01
