-1.13522673e-01,-6.07149616e-01,2.97808468e-01,6.20920630e-01,-4.42934425e-01,-3.75775435e-01,-7.56074193e-01,-7.99576719e-01,-8.99892164e-01
-1.13522673e-01,-6.07149616e-01,2.97808468e-01,6.20920630e-01,-4.42934425e-01,-3.75775435e-01,-7.56074193e-01,-7.99576719e-01,-8.99892164e-01
-1.14640427e-01,-6.08649816e-01,2.97808468e-01,6.20920630e-01,-4.45043072e-01,-3.78572552e-01,-7.56510150e-01,-7.99576719e-01,-8.99892164e-01
-1.12404918e-01,-6.07649683e-01,2.97808468e-01,6.20920630e-01,-4.45043072e-01,-3.81058877e-01,-7.58108661e-01,-7.99576719e-01,-8.99892164e-01
-1.12404918e-01,-6.11650216e-01,2.97808468e-01,6.20920630e-01,-4.45043072e-01,-3.83234412e-01,-7.58108661e-01,-7.99799010e-01,-8.99892164e-01
-1.12404918e-01,-6.11150149e-01,2.97808468e-01,6.20920630e-01,-4.48469675e-01,-3.86342319e-01,-7.58980575e-01,-8.00243593e-01,-8.99892164e-01
-1.12963795e-01,-6.10650083e-01,2.97808468e-01,6.20920630e-01,-4.48469675e-01,-3.89139435e-01,-7.60869724e-01,-8.00243593e-01,-8.99892164e-01
-1.11287164e-01,-6.10150016e-01,2.97808468e-01,6.20920630e-01,-4.50051125e-01,-3.91004180e-01,-7.60869724e-01,-8.00465884e-01,-8.99892164e-01
-1.13522673e-01,-6.11150149e-01,2.97808468e-01,6.20920630e-01,-4.51237301e-01,-3.93801296e-01,-7.61596319e-01,-8.00688175e-01,-8.99275337e-01
-1.08492777e-01,-6.09649949e-01,2.97808468e-01,6.20920630e-01,-4.51237301e-01,-3.96287622e-01,-7.62468234e-01,-8.01132758e-01,-8.99275337e-01
-1.10169409e-01,-6.11650216e-01,2.97808468e-01,6.20920630e-01,-4.51237301e-01,-3.99395529e-01,-7.62468234e-01,-8.01355049e-01,-8.98905242e-01
-1.14081550e-01,-6.11150149e-01,2.97808468e-01,6.20920630e-01,-4.53609510e-01,-4.00949482e-01,-7.62468234e-01,-8.01355049e-01,-8.98905242e-01
-1.10169409e-01,-6.10150016e-01,2.97808468e-01,6.20920630e-01,-4.53609510e-01,-4.01571063e-01,-7.61596319e-01,-8.01355049e-01,-8.98658511e-01
-1.10169409e-01,-6.09149883e-01,2.97808468e-01,6.20920630e-01,-4.52423404e-01,-4.00949482e-01,-7.61596319e-01,-8.01355049e-01,-8.98658511e-01
-1.12404918e-01,-6.10150016e-01,2.97808468e-01,6.20920630e-01,-4.52423404e-01,-3.99706319e-01,-7.60724405e-01,-8.01355049e-01,-8.98658511e-01
-1.13522673e-01,-6.10150016e-01,2.97808468e-01,6.20920630e-01,-4.52423404e-01,-3.96598412e-01,-7.60288447e-01,-8.01355049e-01,-8.98658511e-01
-1.11287164e-01,-6.07649683e-01,2.97808468e-01,6.20920630e-01,-4.50973667e-01,-3.92558133e-01,-7.60288447e-01,-8.01355049e-01,-8.98658511e-01
-1.12963795e-01,-6.07649683e-01,2.97808468e-01,6.20920630e-01,-4.49655780e-01,-3.89139435e-01,-7.60143128e-01,-8.01355049e-01,-8.98658511e-01
-1.11846041e-01,-6.08149749e-01,2.97808468e-01,6.20920630e-01,-4.49655780e-01,-3.86342319e-01,-7.60433767e-01,-8.01355049e-01,-8.98658511e-01
-1.12404918e-01,-6.09149883e-01,2.97808468e-01,6.20920630e-01,-4.49655780e-01,-3.84788366e-01,-7.60433767e-01,-8.01355049e-01,-8.98658511e-01
-1.15199305e-01,-6.10650083e-01,2.97808468e-01,6.20920630e-01,-4.48996801e-01,-3.84477575e-01,-7.61160362e-01,-8.01355049e-01,-8.98658511e-01
-1.10169409e-01,-6.10650083e-01,2.97808468e-01,6.20920630e-01,-4.48996801e-01,-3.83855993e-01,-7.61596319e-01,-8.01355049e-01,-8.98658511e-01
-1.10728286e-01,-6.09649949e-01,2.97808468e-01,6.20920630e-01,-4.47678916e-01,-3.82612831e-01,-7.61596319e-01,-8.01355049e-01,-8.98658511e-01
-1.14640427e-01,-6.08149749e-01,2.97808468e-01,6.20920630e-01,-4.47678916e-01,-3.81369668e-01,-7.62613553e-01,-8.01355049e-01,-8.98658511e-01
-1.08492777e-01,-6.08149749e-01,2.97808468e-01,6.20920630e-01,-4.47678916e-01,-3.80126505e-01,-7.63194830e-01,-8.01355049e-01,-8.98658511e-01
-1.11287164e-01,-6.08149749e-01,2.97808468e-01,6.20920630e-01,-4.48733239e-01,-3.79194133e-01,-7.63194830e-01,-8.01355049e-01,-8.98658511e-01
-1.15199305e-01,-6.07649683e-01,2.97808468e-01,6.20920630e-01,-4.47547134e-01,-3.79504924e-01,-7.63776106e-01,-8.01355049e-01,-8.98658511e-01
-1.12404918e-01,-6.06149483e-01,2.97808468e-01,6.20920630e-01,-4.47547134e-01,-3.81369668e-01,-7.64502702e-01,-8.01355049e-01,-8.98658511e-01
-1.10728286e-01,-6.07149616e-01,2.97808468e-01,6.20920630e-01,-4.45438487e-01,-3.85099156e-01,-7.65955893e-01,-8.01355049e-01,-8.98658511e-01
-1.15199305e-01,-6.06149483e-01,2.97808468e-01,6.20920630e-01,-4.45438487e-01,-3.90071807e-01,-7.66827808e-01,-8.01355049e-01,-8.98658511e-01
-1.09051654e-01,-6.08149749e-01,2.97808468e-01,6.20920630e-01,-4.45438487e-01,-3.92558133e-01,-7.67845042e-01,-8.01355049e-01,-8.98658511e-01
-1.12404918e-01,-6.07649683e-01,2.97808468e-01,6.20920630e-01,-4.45438487e-01,-3.92558133e-01,-7.67845042e-01,-8.01355049e-01,-8.98658511e-01
-1.12404918e-01,-6.09649949e-01,2.97808468e-01,6.20920630e-01,-4.46229177e-01,-3.90693389e-01,-7.68716956e-01,-8.01355049e-01,-8.98658511e-01
-1.12963795e-01,-6.09649949e-01,2.97808468e-01,6.20920630e-01,-4.46229177e-01,-3.88828645e-01,-7.69443552e-01,-8.01355049e-01,-8.98658511e-01
-1.06257268e-01,-6.10650083e-01,2.97808468e-01,6.20920630e-01,-4.46229177e-01,-3.86653110e-01,-7.69879509e-01,-8.01577341e-01,-8.98288415e-01
