-1.11846041e-01,2.00269838e+00,-9.50019934e-02,-1.56163948e+00,1.14962937e+00,-9.46697952e-01,1.24046519e+00,1.48624527e+00,1.15500268e+00
-1.11846041e-01,2.00269838e+00,-9.50019934e-02,-1.56163948e+00,1.14962937e+00,-9.46697952e-01,1.24046519e+00,1.48624527e+00,1.15512604e+00
-1.06257268e-01,2.01169958e+00,-9.50019934e-02,-1.61620348e+00,1.14435787e+00,-9.43590045e-01,1.23770413e+00,1.48624527e+00,1.15512604e+00
-1.16317059e-01,2.03620285e+00,-8.66443240e-02,-1.67076749e+00,1.14435787e+00,-9.39860556e-01,1.23450711e+00,1.48624527e+00,1.15500268e+00
-1.01227372e-01,2.03620285e+00,-8.66443240e-02,-1.56163948e+00,1.13934970e+00,-9.37374231e-01,1.23101945e+00,1.48624527e+00,1.15500268e+00
-1.05698390e-01,2.04070345e+00,-8.66443240e-02,-1.61620348e+00,1.13934970e+00,-9.35820277e-01,1.22753179e+00,1.48624527e+00,1.15302883e+00
-1.22464710e-01,2.05220498e+00,-6.99289852e-02,-1.67076749e+00,1.13170586e+00,-9.36131068e-01,1.22404413e+00,1.48624527e+00,1.15302883e+00
-9.95507399e-02,2.04420392e+00,-6.99289852e-02,-1.56163948e+00,1.13170586e+00,-9.38617394e-01,1.22084711e+00,1.48624527e+00,1.15241201e+00
-1.14081550e-01,2.05870585e+00,-8.66443240e-02,-1.61620348e+00,1.12867474e+00,-9.42036091e-01,1.21808605e+00,1.48580069e+00,1.15241201e+00
-1.15758182e-01,2.04170358e+00,-9.50019934e-02,-1.67076749e+00,1.12867474e+00,-9.43590045e-01,1.21619690e+00,1.48535610e+00,1.15315220e+00
-1.00109617e-01,2.05170492e+00,-9.50019934e-02,-1.56163948e+00,1.14883864e+00,-9.43279254e-01,1.21532498e+00,1.48491152e+00,1.15315220e+00
-1.05698390e-01,2.04470398e+00,-1.03359663e-01,-1.61620348e+00,1.16359922e+00,-9.40482138e-01,1.21547030e+00,1.48468923e+00,1.15635970e+00
-1.14640427e-01,2.03970332e+00,-9.50019934e-02,-1.61620348e+00,1.19536092e+00,-9.36441859e-01,1.21692349e+00,1.48468923e+00,1.15635970e+00
-1.12404918e-01,2.02170092e+00,-9.50019934e-02,-1.56163948e+00,1.19536092e+00,-9.34266324e-01,1.21910328e+00,1.48424465e+00,1.15956719e+00
-1.04021758e-01,1.99569745e+00,-9.50019934e-02,-1.61620348e+00,1.25941142e+00,-9.33644742e-01,1.22171902e+00,1.48402236e+00,1.15956719e+00
-1.26935728e-01,2.00719898e+00,-9.50019934e-02,-1.61620348e+00,1.25941142e+00,-9.33644742e-01,1.22389881e+00,1.48402236e+00,1.16018402e+00
-1.05139513e-01,1.98819645e+00,-8.66443240e-02,-1.50707548e+00,1.32174865e+00,-9.32712370e-01,1.22578796e+00,1.48380006e+00,1.16018402e+00
-1.07933900e-01,1.99169692e+00,-8.66443240e-02,-1.56163948e+00,1.32174865e+00,-9.30536835e-01,1.22665987e+00,1.48380006e+00,1.16030738e+00
-1.14640427e-01,2.00369852e+00,-7.82866546e-02,-1.61620348e+00,1.38711713e+00,-9.29293673e-01,1.22665987e+00,1.48380006e+00,1.16030738e+00
